loss_domain,mixture_domain,t_relative_substitution,c,k,sum_t_constraint
metric/the_pile_arxiv_val_loss,arxiv,-26.08584948994682,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,freelaw,2.1984217573980365,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,nih_exporter,2.9968110265889747,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,pubmed_central,1.0822104237203793,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,wikipedia_en,2.0254720383816753,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,dm_mathematics,1.1035477033920527,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,github,1.8298968978399321,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,philpapers,-1.6614905946083844,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,stackexchange,0.2524273919178335,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,enron_emails,5.147090165600492,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,gutenberg_pg_19,1.8289003530616228,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,pile_cc,1.909665192968524,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,ubuntu_irc,1.6433924765439156,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,europarl,0.2782277435275952,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,hackernews,1.8743980977400223,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,pubmed_abstracts,1.75890625971192,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_arxiv_val_loss,uspto_backgrounds,1.8179725561622277,3.9489210208928776,0.3631419960885652,sum(t)=0
metric/the_pile_freelaw_val_loss,arxiv,2.326881953196895,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,freelaw,-25.957389294222153,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,nih_exporter,0.2791818122575951,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,pubmed_central,2.304701092902313,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,wikipedia_en,1.8164602033527242,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,dm_mathematics,2.3060295565856244,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,github,2.391713139637835,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,philpapers,0.6917009385006545,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,stackexchange,2.298057981884625,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,enron_emails,-1.5162276362365195,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,gutenberg_pg_19,1.7396797764656409,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,pile_cc,1.4719916586777253,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,ubuntu_irc,2.0573642543375934,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,europarl,1.7945216930543282,4.235446232645158,0.20776663996944528,sum(t)=0
metric/the_pile_freelaw_val_loss,hackernews,1.5521112564172226,4.235446232645158,0.20776663996944528,sum(t)=0
